id,title,employer,salary,gender,years_exp,Location,duties,comments,employer_clean,base_salary_clean,sal_flag,years_exp_clean,location_clean,title_category,geonix
531,Reporter/ Admin,Small town newspaper,$9.00/hr,"White, bi female",1,Texas,"I operate one of our two offices, go to events, write, photograph, interview, sell, hunt down stories",Stringer,Small town newspaper,,x,1,Texas,Reporter/Editor,
532,Senior Editor/Reporter,small trade publication,"$70,000 ",cishet white female,6,"Washington, D.C.","writing at least two stories a day across multiple beats, writing monthly magazine story, editing daily and monthly content, some web publishing","$36K (reporter outside DC), $44K (reporter in DC), $52K (reporter in DC, different job in same company), $70K (current job, different company in DC)",small trade publication,70000,,6,"Washington, D.C.",Senior Reporter/Editor,
533,Staff Reporter,Sonoma Media Investments,"50,000",cis female/Asian,5,"Santa Rosa, California",Write news stories for a daily newspaper,"City desk editor, reporter",Sonoma Media Investments,50000,,5,"Santa Rosa, California",Reporter,
534,Reporter,Southern Newspapers Inc.,"$35,152 ",cis white male,7,Texas,"Covering county government, local and state politics, local port, primary crime reporter. Fill-in managing editor as needed. Expectation is 2 bylines a day, two centerpieces a week and a monthly magazine assignment.",,Southern Newspapers Inc.,35152,,7,Texas,Reporter,
535,Multi-media journalist,Spectrum News,"$40,000 ",cis-bi white female,4 1/2 years of post grad experience,Upstate NY,"Write scripts and ong-form web pieces, report, project manage, edit and more.","$34,000 print reporter in Nevada",Spectrum News,40000,,4.5,"Albany, NY",Reporter,
536,Reporter,Sports Business Journal,"$78,500 ",Male/Asian,7,Houston,Reports on the business of sports,"$28,500-Reporter (Galveston Daily News), $33,000 County/City Gov Reporter (Victoria Advocate), $45,000 (Real Estate Reporter at S&P Global Market Intelligence) $78,500 (Houston Correspondent at Bloomberg Law)",Sports Business Journal,78500,,7,Houston,Reporter,
537,Designer / Developer,St. Louis Post-Dispatch,"66,800",Male / White,14,"St. Louis, Missouri","Print design, copy editing, web development/programming",,St. Louis Post-Dispatch,66800,,14,St. Louis,Designer/Developer,
538,Reporter,"Stamford Advocate, Hearst Connecticut Media","$41,250 ~ union minimum",Cis- white- male,3,"Stamford, Conn.",local reporting,$40000 ~ Hearst Fellow,Stamford Advocate,41250,,3,"Stamford, Conn.",Reporter,
539,Staff Photographer,Star Tribune,"70,000",,,Minneapolis,Photo and video,,Star Tribune,70000,,,Minneapolis,Photojournalist,
540,Team leader / editor,Star Tribune,"$80,000 ",cis hetero white woman,9,Minneapolis,graphics and data for print and online,68k-ish when I started here 5 years ago doing lots of digital production and social media,Star Tribune,80000,,9,Minneapolis,Editor,
541,Digital editor,Star Tribune,"$89,000 ",White male,11,Minneapolis,,,Star Tribune,89000,,11,Minneapolis,Editor,
542,Reporter,Star Vancouver (TorStar),"$48,000 ",Male/White,15,Vancouver,"Reporting, pitching stories, photography, occasional video, social promotion",,Star Vancouver,48000,,15,Vancouver,Reporter,
544,Reporter,States Newsroom,"45,000",Cis white female,1,Michigan,"Research, reporting, writing, social media","$33,500 / Gannett / suburbs reporter",States Newsroom,45000,,1,Michigan,Reporter,
545,Reporter,Swift Communications,17.75/hr for estimated gross of $39000,mixed race cis woman,2,Colorado,"Cover local government, environment",$15 an hour at similar role in another Swift paper,Swift Communications,39000,,2,Colorado,Reporter,
546,reporter,tampa bay times,"$42,000 ",cis white female,4.5,"st. petersburg, florida","reporting, writing, pitching and photo-related tasks that sometimes include taking photos myself","was making $37,400 before a raise in fall 2019",tampa bay times,42000,,4.5,"st. petersburg, florida",Reporter,
547,Digital producer/assignment editor,Tegna,"$37,000 ",Cis white female,3,Michigan,"Overseeing all of the station's digital output, from writing 5-10 stories a day to editing reporters' stories, running multiple social media accounts for a combined audience of over 300,000, editing video for the website and just generally curating the website. I also run the assignment desk during the evenings, which includes assigning stories, finding stories, confirming breaking news and being the point of contact for people in the field and answering the tipline. We're a top 50 market.",,TEGNA,37000,,3,Michigan,Editor,
548,Digital producer/assignment editor,Tegna,"$37,000 ",Cis white female,3,Michigan,"Writing, editing, running multiple social media accounts, assignment editor",,TEGNA,37000,,3,Michigan,Editor,
550,Line Producer,TEGNA,"$42,000 ",Cis White Male,3,Virginia,Producing daily newscast,$25K,TEGNA,42000,,3,Virginia,Producer,
551,Intern,Tegna/NBC,$7.25/hr,cis female/middle eastern,2,Tennessee,,,TEGNA,,x,2,Tennessee,Intern,
552,Digital News Producer,Texas Public Radio,"$42,000 ",cis white woman,3,Texas,"editing stories, photos, headlines; creating multimedia content; scheduling social media posts","Reporter: $27,500

Digital Content Editor: $35,000",Texas Public Radio,42000,,3,Texas,Producerr,
553,Staff Photographer,"The (Wilmington, Del.) News Journal",46500,Male,4.5,"Wilmington, Del.","Photography, Multimedia Production, Video Editing, Occasional Writing, Building Photo Galleries, Publishing Online Content","$31,000, Staff Photographer, Casper Star-Tribune (Casper, Wyo.), $29,800, Staff Photographer, Evansville Courier & Press (Evansville, Ind.)",TheNews Journal,46500,,4.5,"Wilmington, Del.",Photojournalist,
554,Staff writer,The Advocate,"$50,000 ",cis white man,3,Louisiana,"Covering a beat, reporting, writing",,The Advocate,50000,,3,Louisiana,Reporter,
555,Reporter,The Advocate,"60,000",White cis woman,3,New Orleans,"Covering a specific beat, doing investigative work, writing daily stories.","Reporter, Advance Local: 43,000
Reporter, Lee Enterprises: 32,000",The Advocate,60000,,3,New Orleans,Reporter,
556,Reporter,The American Lawyer/ALM,"$58,000 ",cis white female,2,"New York, New York",,First job,The American Lawyer/ALM,58000,,2,New York City,Reporter,
557,Reporter,The Arizona Republic,"$41,000 ",cis-het white man,3,Phoenix,"pitch narrative/investigative stories, report them, write them",,The Arizona Republic,41000,,3,Phoenix,Reporter,
558,Staff Photographer,The Aspen Times,"45,000",White female,4,"Aspen, Colorado",The only staff photographer,,The Aspen Times,45000,,4,"Aspen, Colorado",Photojournalist,
559,reporter,The Associated Press,"84,600",cisfemale/white,15,San Francisco,"daily & enterprise beat reporting, fixtures","started at AP at 37,500 in 2005",The Associated Press,84600,,15,San Francisco,Reporter,
560,Data journalist,The Associated Press,"$100,800 ",Multiracial cis male,8,Chicago,"Data analysis, web development, R&D","$86,000 starting in 2015; $80,000 developing interactives at The Chronicle of Higher Education until 2015; $60,000 developing interactives at PBS NewsHour until 2013",The Associated Press,100800,,8,Chicago,Data Reporter,
561,Reporter,The Associated Press,"87,500",Cis-male,10,New York City,"Reporting deep enterprise stories, including some breaking news",,The Associated Press,87500,,10,New York City,Reporter,
562,Assistant editor,The Atlantic,"48,000",cis poc female,1,"Washington, D.C.","fact-checking, copy editing, project management",,The Atlantic,48000,,1,"Washington, D.C.",Deputy Editor,
564,Social Media Director,The Boston Globe,"$50,000 ","cis-het male, white",3,Boston,Manage social publications and some digital story assigning,Digital content director at a midwest station - 32k,The Boston Globe,50000,,3,Boston,Audience/Social Editor,
565,Reporter,The Boston Globe,"$74,000 ",cis POC woman,7,Boston,"Reporting, writing",,The Boston Globe,74000,,7,Boston,Reporter,
567,Associate Editor,The Channel Company/CRN,"$73,000 ",Cishet white male,7,Boston,"Breaking news, features","$47,000/Staff Writer $32,000/Online Editor $23,000/Reporter",Channel Company/CRN,73000,,7,Boston,Editor,
568,Reporter,The Chronicle of Higher Education,"$72,000 ",Cis white female,5,DC,Reporting,,Chronicle of Higher Education,72000,,5,"Washington, D.C.",Reporter,
569,Reporter,The Chronicle of Higher Education,"66,000",cis white female,3,Washington D.C.,Reporting beat and longform stories,"$32,000 at a statewide paper in the South for ~2 years",Chronicle of Higher Education,66000,,3,Washington D.C.,Reporter,
570,Features reporter,The Columbus Dispatch,"42,000",White cis hetero woman,3,"Columbus, Ohio","Researching, writing, editing, was appointed to several committees, ran a concert series in the summer","Started at 41,000",Columbus Dispatch,42000,,3,"Columbus, Ohio",Beat reporter,
572,Digital Strategist,The Denver Post,"$45,000 ",cis white women,2,Denver,"Social media, website management, production, analytics, engagement, etc.",,Denver Post,45000,,2,Denver,Audience/Social ,
573,Digital Strategist,The Denver Post,"53,000",White cis lesbian,3,Denver,Produce and grow the audience of a separate entertainment and outdoors site,"General assignment reporter - 43,000 after 2 years",Denver Post,53000,,3,Denver,Audience/Social ,
575,Student Writer/Intern,The Fresno Bee,$12/hr,Female,3,"Fresno, California","crime, breaking news, general assignment",,Fresno Bee,,x,3,"Fresno, California",Intern,
576,Reporter,The Gazette,"$41,000 ",cis-het white female,6,"Cedar Rapids, Iowa",Reporting and writing,"Editor for online publication, $40,000",Gazette,41000,,6,"Cedar Rapids, Iowa",Reporter,
577,Freelance Opinion Columnist,The Guardian,"$50,000 ",Cis White Lesbian,6,New York,"Write one 800-1000 word column per week, pegged to the news cycle.",$45000 as an assistant literary editor,Guardian,50000,,6,New York City,Freelance,
581,Reporter,The Hill,"$55,000 ",Cis white male,4.5,"Washington, D.C.",Spot/general assignment reporting,"Hired at $50,000",The Hill,55000,,4.5,"Washington, D.C.",Reporter,
582,photographer,The Hill Times,37000,Cis male/white,11,"Ottawa, ON, Canada","shoot daily news assignments, identify and assign photo assignments for potential coverage, organize and maintain photo archive onsite and in cloud, coordinate with reporters to manage imaging needs for publication",,Hill Times,37000,,11,"Ottawa, ON, Canada",Photojournalist,
583,Data Journalist,The Houston Chronicle (Hearst Newspapers),60000,Female (cis)/ White,3,"Houston, TX","request and analyze data, build web applications and interactives, report and write","previously hired at 50k in Dallas, TX as a Data Journalist. After nearly two years left at $53k.",Houston Chronicle,60000,,3,"Houston, TX",Data Reporter,
586,Reporter,The Morning Call,48000,White male,7,"Allentown, PA",,,The Morning Call,48000,,7,"Allentown, PA",Reporter,
589,Reporter,The New Food Economy,65000,Cis-het WOC,3.5,New York,News and feature reporting,$42K social media manager at The Stranger,New Food Economy,65000,,3.5,New York City,Reporter,
591,News Assistant,The New York Times,"60,000",White female,2,New York,,,New York Times,60000,,2,New York City,Editorial Assistant,
592,Reporter,The New York Times,"$133,000 ",cis white male,13,"New York, NY",Reporter,"First job out of college, reporter at a larger regional paper: $33,000. Then over the years: $55,000, $62,000, $98,000, $102,000.",New York Times,133000,,13,New York City,Reporter,
593,Assistant Video Editor,The New York Times,"$57,980 ","Female, Hispanic",4,New York City,"Video editing, publishing, producing, field producing, writing, associate producing etc.","associate producer, production associate, etc.",New York Times,57980,,4,New York City,Deputy Video Editor,
594,Reporter,The News Journal,"$56,100 ","Cis female, white",4,Delaware,Enterprise/watchdog reporting,"$33,000 at small daily newspaper",News Journal,56100,,4,Delaware,Reporter,
595,Editor,The Onion,"34,000",cis white male,4,Chicago,"Wrote and edited local entertainment features, columns and hundreds of concert previews for The Onion's weekly print edition and daily A.V. Club website, building a distinct local voice and audience for a national media outlet.
Led editorial expansion from a weekly print section to a daily local arts website.
Managed Twitter and Facebook accounts and weekly email newsletters.
Worked with freelance writers, photographers, an assistant editor, and interns to meet daily and weekly story deadlines and maintain an online events calendar.",,The Onion,34000,,4,Chicago,Editor,
596,"Project Manager, Art Department",The Onion,"55,000.08",Cis White Female,4,"Chicago, IL","managing workload of GFX team and distributing assignments, communicating between departments, general team admin, maintain props, facilitate work of our art director","When I started at the onion I was a art department project coordinator making 45k (negotiated up from 40k). A year in, I was given the title of project manager and raised to 50k. At the start of this year, our union contract raised me to 55k.",The Onion,55000,,4,"Chicago, IL",Art Director,
